AssetCode,osl_UnitNumber,unit_group
cornl22202,0903,2x2
galcbre33615,535379,2x2
cors30350,4002,2x2
chel830096,2611,2x2
cororoy75063,1016,3x2
avf75219,1002,2x2
retsr75071,815,1x1
presro78728,13-1336,1x1
dismvbre285209,3044,2x2
covcv76132,1148,2x1
villp330080,2145Q,2x2
fairfccbre76137,220,2x2
benb43004,727,2x1
corld75056,6309,1x1
vishccbre75063,1106,2x2
maslcbre77407,2011,2x2
verp76177,2103,2x2
corpc22202,01-0204,1x1
puret78261,0904,1x1
rial75010,12302,1x1
villp230080,2055K,2x2
harlh32707,17-200,2x2
vilc77054,316,1x1
deerv34471,2703,2x2
sunpo43074,2152,2x2.5
jeflbre230062,1523,1x1
wrenn28216,10005,1x1
shend30324,3205,1x1
harlh32707,11-201,3x2
avpfc76137,1012,1x1
verp76177,4319,2x2
5thous75244,3404,2x1
adwr75078,28108,1x1
corwpwarba33401,4-301,3x2
corf80020,3306,1x1
estspm78748,1234,1x1
garv75287,30108,1x1
wat76244,4301,3x2
asp78741,917,2x2
viz77084,A18,3x2
corlc85718,6-03101,2x2
twap31322,1407,1x1
attvv89102,1023,1x1
bat2b30339,421,1x1
corrockrim80919,4-201,1x1
newl77084,14-307,2x2
jefl30062,1811,3x2
watec30062,597,2x1
oaks28269,0431,2x2
vers32771,01-308,2x2
arrs85308,2118,2x2
corsb75035,143,1x1
fosc76137,14203,1x1
broadnbv33487,02-102,3x3.5
chel8oef30096,3103,2x2
corld75056,7112,1x1
sunri85704,008,1x1
corn37209,110,2x2
verwccbre75013,329,3x2
can30341,3121Q,2x2
fosc76137,5206,1x1
lantcB75013,3201,3x2
mirrc32218,0216,1x1
CorcM27519,1419,1x1
attfm75201,329,1x1
corpp85306,1149,3x2
corhc34741,A-302,1x1
foun76039,1915,1x1
corwp33401,7-204,1x1
masl77407,2617,1x1
adwg32821,4203,1x1
rial75010,6210,2x2
steepn28212,508,1x1
oaks28269,0615,1x1
arrsbre285308,1096,2x2
cortv30106,311S,2x2
cosa33782,5312,3x2
por30096,1427,2x2
villp330080,2097L,1x1
corwbbre233437,7207,2x2
harlhy32707,08-200,2x2
So190M75080,2319,1x1
arcls80124,4347,2x2
bat1b30339,607,1x1
viz77084,D28,2x2
fosc76137,11102,2x2
sanb85226,2060,1x1
parbre2830076,1503,1x1
legfc32606,13-306,2x2
norh77433,18109,1x1
corjp32822,4300,1x1
saxw75070,2024,1x1
norsu43074,P7216,1x1
villp330080,2131H,2x2
vishc75063,0903,1x1
clubc77095,6112,3x2.5
attvv89102,1048,1x1
flatwh78245,16308,2x2
wesm70605,2103,2x2
presro78728,15-1531,2x1
wrenn28216,9312,2x2
covcv76132,3214,1x1
ansltc30809,708,2x2
corjc30005,0612,3x2.5
ac20147,CS800106,1x1
steepn28212,326,1x1
corsk33177,16-207,2x2
towcbre77339,725,2x1
corbs78744,6413,1x1
venr77469,19108,1x1
venr77469,13104,1x1
910ts75204,28110,1x1
par830076,2519,1x1
attfm75201,718,1x1
broadnbv33487,11-312,2x2
attm30092,632,2x2
corpn280915,5725-410,1x1
galcbre33615,435263,2x2
corci34787,10311,2x2
cormd77004,1414,2x2.5
corcc75080,1115,1x1
becp75038,3093,1x1
shend30324,3101,2x2
stovrc32218,921,2x2
remsbre243081,4976BR,2x2.5
asp78741,716,1x1
corpc22202,02-0916,1x1
corrosscp22209,1-2302,1x1
sovpr75035,12101,2x2
tersmbre278748,T-0517,1x1
purfm75226,2324,1x1
casnriet28216,8525-202,2x2
corse28203,157,1x1
corsm83642,J104,1x1
corontheriv83712,413,2x2
watbre278748,12-1216,3x2
avpfccbre76137,521,2x2
corjp32822,7201,1x1
barml32703,214,2x2
wesls80124,229,2x2
garvbre75287,5314,1x1
estta80234,10-207,1x1
HighlM30033,1025,1x1
att30022,425,2x2
stonbcHL76039,0228,2x2
exchnhyld30341,9208,3x2
tradw77064,14-1421,3x2
becpbre75038,3021,1x1
corwvill175204,527,2x2
liv33559,305,2x2
vilc77054,1912,1x1
aq32256,W206,2x2
chh37013,0712,1x1
granr80920,724,1x1
corlc85718,1-083,1x1
greenwh30080,10B,2x2
corri33578,9182-213,2x2
wesm270605,9202,3x2
lakgpbre280239,512,1x1
corpb30305,1425,2x2
masl77407,2315,2x2
flatwhbre78245,13203,1x1
greenwh30080,34D,3x2
norsu43074,P7190,3x2.5
jefc43004,0876D,1x1
1250w30064,1105,2x2
avm30021,1036-3,2x2.5
gatplhmc33025,10-108,2x2
corwn37209,663,1x1
villp330080,2089D,2x2
corsk33177,03-208,3x2
uncbre228262,1517,1x1
1250w30064,1207,1x1
corct76123,08207,1x1
esttaara80234,12-204,2x2
wyndsorc75002,1403,1x1
presro78728,20-2016,1x1
villp4oef30080,2165H,2x2
vers32771,08-202,2x2
jamsbre30043,10207,2x2
coruptala32701,123,3x2
exchnhyld30341,9306,1x1
jamv30060,18B,1x1
corri33578,5433-308,2x2
corr22209,807,0x1
poroef30096,1225,2x2
corlc75039,3000,1x1
sola27519,1-105,1x1
flatwhbre78245,8101,3x2
ansl28210,1438,2x2
presro78728,22-2228,1x1
wrenn28216,10310,1x1
sovpr75035,5106,3x2
twap31322,11112,2x2
coras75002,01 - 3008,2x2
corbc27701,355,1x1
granr80920,1132,2x2
par8y30076,903,1x1
corr78730,1336,2x2
corw30067,47A,2x2
lints76021,02111,2x2
corwvill175204,515,1x1
on80920,3-411,1x1
hamr27713,A1000,1x1
jefl30062,0633,1x1
suit276039,8301,2x2
wrennl28216,1-101,2x2
garv75287,15306,0x1
asp78741,832,1x1
corsk233177,23-305,2x2
wyndsorc75002,913,1x1
inkwg77084,01-1321,2x2
corch75056,2051,1x1
asp78741,725,1x1
arrsbre285308,2018,2x2
corco34747,F1109,2x2
poinoef28217,1018,2x2
corbawarba33764,2-412,2x2
souto27560,9106,1x1
cornona32832,3412,1x1
tradw77064,4-422,2x2
So190M75080,4307,2x2
can30341,3109K,1x1
par8y30076,4812,1x1
merbre43212,2612,1x1
corch75056,5007,1x1
corml75204,230,1x1
camhg28215,5516A,2x2
verp76177,3318,2x2
stonvr75063,2028,1x1
can30093,P0706,2x2
wat76244,12307,2x2
par830076,908,1x1
presah75093,1717,1x1
watbre278748,04-0413,2x1
pasbc78738,1302,2x2
maslcbre77407,713,1x1
arrsbre285308,1104,2x2
liv33559,2804,1x1
lantc75013,4104,1x1
cosaoef233782,7103,1x1
lantcB75013,7307,2x2
par8y30076,4007,3x2
norh77433,16110,1x1
corjc30005,2227,2x2
villp330080,2097G,1x1
retsr75071,918,2x2
corar78759,529,2x2
corse28203,382,1x1
fairfc76137,1014,1x1
herss30310,4143,1x1
dung30360,U-11,3x2.5
ligw77064,1312,2x2
stonb77521,1616,1x1
ves35205,H1202,1x1
sixty76116,825,1x1
audv33615,C43,1x1
par830076,4901,3x2
bowbbre233616,1714,2x2
1500o30021,1609Q,2x1
ech30030,533,1x1
hunr30092,1005,2x1
watbre278748,11-1130,1x1
greenwh30080,32C,3x2
praircv75080,0615,1x1
arcls80124,3225,1x1
lexbre30004,17202,2x2
covbb33716,10311,2x2
sarpm28105,527-22,3x2
coronponce30030,378,2x2
corhiTL27519,0300-322,1x1
covri80233,G306,2x2
balof80205,1490,0x1
aurfrbre227614,6-301,2x2
avpf30318,524,2x2
clifg30083,592-06,1x1
rial75010,6110,2x2
stratpcr75034,5110,1x1
cormidmia33137,0316,1x1
spc30092,070A,2x2
corbc27617,922,1x1
exchnh30341,4102,2x2
corhiTL27519,0900-931,2x1
arlingapt22209,1009,1x1
chh37013,1517,1x1
corl33612,1508,2x2
pasbc78738,2206,2x2
par830076,3106,2x2
arcp76177,04-4109,2x2
clifg30083,751-05,3x2
villp330080,2139B,1x1
lakgp80239,713,3x2
twap31322,9202,2x2
legpt77084,0133,1x1
dung30360,E-04,2x1.5
CorcM27519,1208,1x1
spring30021,3838C,2x2
corw30067,53G,1x1
colpo80206,0111,2x2
lakgpbre280239,2218,2x2
parbre2830076,2404,2x2
norh77433,25108,1x1
corch80203,735,2x2
ligw77064,325,1x1
sorpp27560,7009,2x2
garv75287,25212,1x1
sovb28262,7209,1x1
purlv75039,3047,1x1
vilc77054,1623,3x2
lints76021,03104,1x1
attvv89102,1071,1x1
puret78261,2004,1x1
att30022,124,2x2
corlc85718,3-116,3x2
bowbnbre233616,2004,2x2
aurs28210,T206,2x2
corsv75035,2D - 143,1x1
vishc75063,0407,2x1
parbre2830076,2610,1x1
inkwg77084,02-2402,2x2
par830076,4206,2x2
corpn80917,11-307,1x1
313130033,7105,1x1
sanb85226,2032,1x1
powgr43065,35207,2x2
bowbnbre233616,3050,1x1
arbs27713,1421,2x2
retbc33510,301B,1x1
lexbre30004,6001,2x2
corww33578,6201-105,2x2
mer43212,1441,1x1
picf30809,209,2x2.5
par830076,1217,2x2
15777q75001,1337,1x1
chel8oef30096,1817,1x1
corba33764,4-115,3x2
sunri85704,048,2x2
corb280226,A-214,1x1
corpn280915,5845-301,2x2
dechighlands,913,2x1
corub33428,84-502,1x1
watecy30062,114,1x1
camhg28215,5619B,1x1
hersf30310,1418,2x2
corjp32822,5205,1x1
olean30329,18,1x1
arrsbre285308,3155,1x1
barmlbre32703,101,1x1
bracm78209,2411,1x1
garvbre75287,20204,1x1
newl77084,07-110,2x2
ac20147,MS801300,2x2
lints76021,06305,2x2
pinuh85050,1081,3x2
avpfc76137,133,1x1
corjp32822,1106,1x1
poinoef28217,0912,1x1
kinco33186,03-00336,1x1
becpbre75038,2139,1x1
attl75077,1203,1x1
ams75034,2318,1x1
arbs27713,632,2x2
bowb33616,1016,1x1
corub33428,93-211,NULL
sunri85704,146,1x1
purfm75226,2134,2x2
corbc27617,133,1x1
corpc22202,01-1419,2x2
cormilld155415,1124,1x1
oveda32118,NR0305,1x1
broadwcHL77573,09108,2x1
fairfc76137,635,2x2
stratpcr75034,7106,1x1
presf78240,601,2x2
legfc32606,10-102,1x1
vill28212,515-0602,3x2
tradw77064,11-1113,1x1
1250w30064,1416,1x1
5thous75244,3437,1x1
alngbre75063,724054,2x2
arrsbre285308,1019,2x2
att30022,233,1x1
corasRH75002,01 - 1128,2x2
coraddass30350,0207,1x1
cor2580534,B-208,2x2
flatwh78245,11301,2x2
flatwh78245,14204,1x1
rialbre75010,12203,1x1
jamsbre30043,3212,1x1
sormpbre28117,1117,2x2
remsbre243081,5433CR,2x2.5
granr80920,717,1x1
corhc33025,2-304,3x2
estta80234,05-307,1x1
corwn37209,356,3x2
parlcbre33615,2-335,1x1
becp75038,3128,2x2
corw30067,20E,2x2
aurfr27614,3-207,2x2
corsm85283,3062,1x1
copscbre77041,718,1x1
luxscr77584,01102,2x2
par285016,2017,2x2
corontheriv83712,342,1x1
camhg28215,5512J,1x1
chh37013,0703,1x1
foun76039,2114,1x1
sunri85704,279,1x1
villp230080,2065P,1x1
v627604,2315,1x1
praircv75080,2312,1x1
praircv75080,2415,1x1
coraddass30350,0210,1x1
citfoef80021,2320,1x1
sev30329,3403,1x1
parwa78216,01102,2x2.5
jeflbre230062,2022,3x2
stovrc32218,609,3x2
arlingapt22209,1002,1x1
oaks28269,0931,2x2
garv75287,17302,1x1
covcv76132,3156,1x1
tradw77064,10-1014,1x1
bat1b30339,227,2x2
can30341,3121H,1x1
corrockrim80919,5-103,1x1
purfm75226,2124,1x1
cosa33782,3205,1x1
fosc76137,2102,3x2
ac20147,AT810204,2x2
att30022,531,2x2
merbre43212,2530,2x2
balof80205,1530,2x2
vishccbre75063,1106,1x1
corsk33177,06-305,2x2
praircv75080,1525,2x2
mon78249,711,2x1
avpfccbre76137,822,2x2
corcc75080,7219,1x1
corbawarba33764,2-314,2x2
stonb77521,1806,2x2
tersmbre278748,T-0829,2x2
harlhy32707,04-114,1x1
purfm75226,1309,2x2
15777qoef75001,1105,1x1
deerv34471,1201,1x1
corub33428,84-304,2x2
corsk33177,12-204,2x2
souto27560,9101,1x1
can30341,3109R,1x1
corp885345,1004,1x1
dung30360,606,2x1.5
garv75287,24110,0x1
spring30021,3810M,2x2
corar78759,545,1x1
rialbre75010,11204,1x1
stonbc76039,1925,2x2
estta80234,22-204,2x2
gatplhmc33025,03-102,3x2
foun76039,0203,1x1
aq32256,S306,2x2
can30341,3245O,1x1
villp3oef30080,2133I,1x1
presahB75093,0934,2x2
saxw75070,1226,1x1
corw30067,28C,1x1
bracm78209,4113,1x1
poroef30096,505,2x2
unc28262,1033,1x1
ambm30096,3602,2x2.5
can30093,P0308,1x1
hil30342,1559,2x2
estspmbre278748,E-0337,1x1
arbs27713,224,2x2
corho33020,10104,3x2
broadwc77573,11310,1x1
tersm78748,1031,2x1
corgv80249,6-210,2x2
par8y30076,4720,1x1
presfbre278240,205,2x2
corr78730,2437,1x1
masl77407,2612,1x1
towc77339,1902,1x1
dowbe80226,219,2x2
fairfccbre76137,925,2x2
remsbre243081,5513TSW,2x2.5
harlhbre232707,16-304,2x2
corhcoef34741,C-109,1x1
corrosscp22209,1-1307,1x1
corlo85704,01304,1x1
stonvrcbre75063,2066,3x2
corub30342,7113,1x1
fosc76137,14301,1x1
jefl30062,0724,2x1
corr78730,2033,1x1
parbre2830076,1913,2x2
can30093,P0413,3x2
adwr75078,12107,2x2
aurs28210,O206,1x1
bowbn33616,6083,2x2
corcc75080,6301,2x2
cosaoef233782,7309,3x2
corwbbre233437,8207,2x2
eccoo32806,541,1x1
cosa233782,7209,3x2
legfc32606,09-208,2x1
corasRH75002,01 - 4069,1x1
corscottm85259,118,2x2
belv75025,1438,2x1
gal33615,525322,2x2
sarpmoef28105,812-34,1x1
kinco33186,03-00331,1x1
villp230080,2055F,2x2
stonvrcbre75063,3031,1x1
dompp30326,1235,1x1.5
audv33615,1101,2x2
garv75287,24317,0x1
mintui280246,03-407,0x1
corscottm85259,265,1x1
clifg30083,600-07,2x2
corhp85233,2214,2x1
ac20147,RT880300,3x2
corsk33177,02-105,2x2
sola27519,1-315,1x1
ams75034,2402,1x1
fosc76137,14209,1x1.5
provn30328,2D,2x1.5
gatpl33025,09-205,2x1
olean30329,126,2x2
bris75056,0643,2x2
cops77041,1224,2x2
cormilld155415,205,1x1
corlc85718,1-064,2x2
1201p75074,2111,2x2
corbc27701,663,1x1
merbre43212,2216,1x1
vill28212,327-0108,1x1
flatwhbre78245,6102,3x2
coronponce30030,G17,1x1
15777q75001,3312,2x2
5thous75244,2210,1x1
chel830096,2425,1x1
covbbbre33716,3207,1x1
cosa33782,2301,3x2
towcbre77339,2202,1x1
can30093,H0720,1x1
ves35205,H1010,1x1
capcwbre228273,6211,1x1
1500o30021,1397IR,1x1
ac20147,MS861102,1x1
villp430080,2165A,2x2
can30341,3097N,2x2
dompp30326,1274,1x1
hunr30092,0604,2x2
purf85003,241,2x2
can30093,P1911,2x2
corjp32822,5102,2x2
founHMC76039,0713,1x1
dung30360,O-04,3x2.5
echl30092,3312,2x2
puret78261,1501,2x2
jefl30062,1914,3x2
poin28217,1534,1x1
garv75287,5106,2x1
laurbre76137,522,1x1
villp1oef30080,2049C,2x2
legfc32606,14-101,4x2
pasbc78738,2210,1x1
watecy30062,557,2x1
avf75219,3034,1x1
spring30021,3818C,2x2
So190M75080,7109,1x1
cormd77004,1208,1x1
corf80020,3322,2x2
rial75010,3210,3x2
teno30046,1002,2x2.5
citfoef80021,2413,2x2
corco34747,C1311,1x1
pinuhHL85050,1048,2x2
oaks28269,0336,2x2
vk77094,2314,2x2
corwn37209,113,1x1
presfbre278240,1305,2x2
sarpm28105,531-38,3x2
garv75287,22101,1x1
corpc30342,511,1x1
corp885345,3063,1x1
retsr75071,624,1x1
villp430080,2221T,1x1
adwg32821,1313,2x2
legpt77084,0914,2x2
corct76123,03101,1x1
corwp33401,3-303,2x2
sanbcbre85226,2045,1x1
visll134711,9207,3x2
vishc75063,2801,2x2
attbre30022,322,2x2
dismv85209,1090,1x1
huncoef28262,131H,2x2
dismvbre285209,1093,2x2
ridv76116,112,1x1
exchnhyld30341,1304,2x2
coronponce30030,173,1x1
av27604,02-2334,1x1
arbsbre27713,2113,1x1
parwa78216,05103,2x2.5
rems43081,5383CR,2x2.5
picf30809,309,2x2.5
sarpmoef28105,401-38,3x2
vishccbre75063,2208,1x1
attbre30022,1224,2x2
presf78240,1201,2x2
harlh32707,06-210,3x2
casnriet28216,8311-101,2x2
corba33764,2-110,2x2
presro78728,22-2223,1x1
charlc70605,714,2x1
ves35205,H1008,2x2
corba33764,5-306,1x1
corub30342,5108,1x1
deerv34471,1702,1x1
esttaara80234,18-106,1x1
presro78728,8-0822,1x1
corgv80249,8-209,2x2
corhc34741,D-200,2x2
watbre278748,10-1017,2x2
audv33615,412,1x1
inkwg77084,03-3112,3x2
brisoef75056,0413,2x2
aurfrbre227614,10-105,1x1
cor2580534,D-103,2x2
aubg30312,660,1x1
poroef30096,206,2x2
villp330080,2109N,1x1
corbawarba33764,5-317,2x2
corlc85718,4-029,3x2
estta80234,11-302,2x1
casnriet28216,9827-105,3x2.5
corjc30005,2924,3x2
corjc30005,2238,2x2
casn28216,8038-307,2x2
corgs27603,808,1x1
corwe75229,18105,1x1
porpgs233409,306,1x1
foun76039,0412,2x2
viz77084,C38,2x2
villp2oef30080,2059C,2x1
ambm30096,3110,3x2.5
fairfccbre76137,1033,1x1
spring30021,3801H,1x1
chh37013,0722,1x1
covcv76132,2177,2x2
estta80234,12-203,1x1
arbsbre27713,1516,1x1
hamrbre27713,A304,1x1
oaks28269,0413,1x1
sovc77494,7105,2x2
par8y30076,904,1x1
presro78728,7-0737,1x1
vishccbre75063,0202,1x1
audv33615,321,1x1
becpbre75038,2035,2x2
1500o30021,1601D,3x2
sanbcbre85226,1029,2x2
corjp32822,6202,2x2
corpc30342,712,2x2
casli85704,05103,2x2
echl30092,2112,1x1
sixty76116,1136,1x1
arbsbre27713,513,1x1
corri33578,5433-422,1x2
purlv75039,1094,1x1
harlh32707,05-200,3x2
lints76021,02421,1x1
can30341,3271Z,1x1
corpc22202,01-0614,1x1
dung30360,D-08,2x1.5
ves35205,H1207,1x1
tersmbre278748,T-0219,2x2
bowbbre233616,1719,2x2
corwb33437,6104,1x1
casn28216,9410-102,2x2
corlc75039,5026,2x2
corbs78744,1108,2x2
corwi30004,09001,2x2
arbs27713,913,2x2
visll134711,4108,1x1
tus30093,688422,1x1
CorcM27519,1429,2x2
attd76208,15102,2x1
avscr77584,19107,2x2
newl77084,13-307,2x2
kinco33186,05-00536,1x1
teno30046,1601,2x2.5
corsm83642,K308,3x2
hersf30310,2123,3x2
uncbre228262,1116,3x2
presah75093,0338,3x2
vk77094,10302,1x1
abbl43110,6735,2x1
brook43068,7231SD,2x1.5
lex30004,18104,3x2
purcoc78748,138,2x2
granr80920,2222,2x2
vill28212,324-0102,2x2
corwi30004,14007,1x1
corri33578,5467-208,2x2
corsf33619,1-450,2x2
corub33428,40-128,1x1
corub33428,40-210,2x2
corr78730,0834,2x2
clubc77095,1306,2x2
corasRH75002,01 - 4036,1x1
hersf30310,1204,2x2
capcw28273,4112,2x2
corub30342,4213,2x2
sienh30093,17,1x1
villp4oef30080,2199S,1x1
garv75287,2105,1x1
hersf30310,1103,2x2
avr30354,4218,1x1
lakgpbre280239,1424,1x1
sormp28117,1227,3x2
verp76177,3321,2x2
lex30004,5207,1x1
lac30360,62F,1x1
corbawarba33764,1-102,3x2
corhcoef34741,D-316,3x2
astpoef30096,0108,2x1
vill28212,327-0205,1x1
olean30329,125,2x2
remsbre243081,5567TSW,2x2.5
arbs27713,1024,2x2
cortm83642,D204,3x2
corr22209,712,0x1
stonbc76039,0316,1x1
dismvbre285209,3097,2x2
corwb33437,2110,1x1
So190M75080,1332,1x1
1201p75074,1625,1x1
ansl28210,1632,2x2
cortm83642,I104,3x2
foun76039,0902,2x2
praircv75080,1515,1x1
astp30096,0804,2x1
corr22209,1009,1x1
corse28203,227,1x1
visll234711,21201,3x2
spc30092,133A,2x2
cormckinney75201,808,1x1
corwe75229,9306,1x1
retr78148,1017,1x1
stonbcHL76039,0816,1x1
porpgs133409,106,2x2
corwbbre233437,8303,2x2
corlc85718,4-093,3x2
chh37013,1715,2x2
gatplhmc33025,11-101,2x2
presah75093,1024,2x1
corrosscp22209,1-0713,1x1
stonbc76039,0117,1x1
corwbbre233437,2203,1x1
lakgp80239,1013,2x2
15777q75001,3210,1x1
isl33615,165711,1x1
sanb85226,1052,2x2
can30093,H0605,1x1
legfc32606,07-202,2x1
ansl28210,3327,1x1
corgv80249,3-207,1x1
camhg28215,5505G,2x2
twap31322,1410,1x1
cormckinney75201,2205,1x1
esttaara80234,08-103,2x1
corci34787,09104,2x2
maslcbre77407,1017,1x1
corbs78744,6216,1x1
corch75056,3031,1x1
cormidmia33137,1804,1x1
hofbb76126,3023,2x2
corpn80917,6-102,2x2
villp430080,2191K,1x1
som30084,2408,2x2
atra80021,5110,1x1
stonvrcbre75063,2013,1x1
15777qoef75001,2118,1x1
1250w30064,1020,3x2
ansl28210,1023,1x1
poinoef28217,1535,1x1
parbre2830076,5010,1x1
towc77339,1915,1x1
corjp32822,6209,2x2
sev30329,2414,2x2
hamrbre27713,S313,1x1
vensp77388,1324,3x2
stratpcr75034,7203,3x3
corb37209,532,2x2
exchnh30341,8106,1x1
par8y30076,4210,2x2
purlv75039,1046,1x1
lake43147,1332,2x1
corlc85718,3-141,2x2
islcbre33615,045512,2x2
villp330080,2089L,2x1
ambm30096,3711,2x2.5
brisoef75056,1113,2x2
sovsc77388,3303,3x2
lints76021,01604,2x2.5
lac30360,98K,2x2
hal77096,P223,1x1
bat2b30339,307,2x2
clifg30083,500-03,3x2
corpc22202,01-1015,1x1
chh37013,0516,2x2
isl33615,045530,2x2
wrenn28216,10201,2x2
sormpbre28117,3216,3x2
bowbnbre233616,5022,2x2
watecy30062,966,2x2
pinuhHL85050,2038,1x1
greenwh30080,18A,2x2
allllbre32714,108,2x1
oveda32118,SO0316,1x1
pinuhHL85050,1069,2x2
villp230080,2065G,1x1
som30084,609,1x1
covcv76132,3108,2x2
corhc34741,B-213,3x2
corba33764,2-104,2x2
dung30360,2203,3x2.5
sola27519,1-235,2x2
cormidmia33137,2404,1x1
ams75034,1419,1x1
presfbre278240,1405,2x2
parcbre285016,1018,1x1
arbsbre27713,2022,1x1
chel8oef30096,2517,1x1
twap31322,8210,1x1
hofbb76126,2022,2x2
alng75063,783112,1x1
coras75002,01 - 4047,3x2
casn28216,8508-302,3x2
sunr43219,1911,2x1.5
retsr75071,1722,1x1
hil30342,1733,2x2
910ts75204,21825,3x2.5
saxw75070,426,1x1
olean30329,542,1x1
olean30329,235,1x1
hunc28262,225F,1x1
cornd28210,213,1x1
corontheriv83712,320,1x1
HighlM30033,316,1x1
lakgp80239,1812,3x2
arcp76177,01-1204,1x1
arbsbre27713,1414,2x2
corf80020,4311,2x2
cosaoef233782,7117,1x1
souto27560,5205,2x2
saxw75070,623,1x1
corhc34741,A-404,1x1
corprovitp76015,2333,1x1
luxscr77584,14206,2x2
corsv75035,2C - 334,1x1
sanb85226,2074,1x1
bowbnbre233616,5014,1x1
attvv89102,2053,1x1
coraddass30350,1101,2x2
corlo85704,05103,1x1
presfbre278240,3011,1x1
sarpm28105,812-31,2x1
sovpr75035,12102,2x2
suit276039,1112,2x2
corrn160654,808,0x1
chel830096,2709,2x2
v627604,3427,1x1
stovrc32218,816,2x2
attd76208,11104,2x2
chel8oef30096,2221,2x1
rialbre75010,10102,1x1
por30096,1127,1x1
puret78261,0605,2x1
teno30046,610,3x2
sovc77494,9202,3x2
benb43004,705,2x1
resal43110,3420,2x1.5
fairfc76137,219,2x2
cororoy75063,3132,1x1
avr30354,2205,3x2
can30341,3225B,2x2
313130033,4211,1x1
corse28203,434,1x1
villp330080,2089M,2x2
cororoy75063,1057,1x1
abbl43110,3866,2x1
islcbre33615,055536,2x2
sovc77494,4303,2x2
Lagpa33196,0201,2x2
corgv80249,10-204,1x1
presf78240,506,2x2
covbb33716,2208,1x1
dismvbre285209,3055,1x1
lac30360,66L,1x1
dismvbre285209,2122,2x1
corjp32822,1302,2x2
lints76021,01821,1x1
3131oef30033,9111,1x1
chel8oef30096,2922,3x2
vishc75063,1002,1x1
attpLSC76133,1304,1x1
cops77041,618,2x2
coras75002,01 - 1058,1x1
sanb85226,2009,3x2
spc30092,087F,2x2
wesls80124,106,1x1
can30093,H0517,1x1
can30093,H0106,1x1
lints76021,10206,1x1
praircv75080,1623,1x1
vensp77388,3401,3x2
jamsbre30043,3209,1x1
delc28212,6011-C,3x2
harlh32707,12-211,3x2
allllbre32714,208,2x2
arbsbre27713,738,2x2
lex30004,4102,1x1
poinoef28217,1437,2x2
watecy30062,753,2x2
sorpp27560,2212,1x1
souto27560,1310,2x2
virbre30033,O,2x1
corasRH75002,01 - 2152,1x1
corlc85718,3-050,2x2
carc33619,103,1x1
founHMC76039,1812,1x1
olean30329,534,2x2
citfoef80021,1314,2x2
towc77339,2105,2x1
corsm83642,B306,1x1
towcbre77339,1406,1x1
hal77096,P158,1x1
adwg32821,5115,1x1
bowbn33616,6093,3x2
chel830096,2822,2x1
corww33578,6209-201,3x2
wesls80124,201,1x1
pinuhHL85050,1111,2x2
corlc75039,3007,1x1
sarpmoef28105,401-31,3x2
910ts75204,449,2x2
corcc75080,3323,2x2
sarpm28105,537-16,1x1
can30093,H0711,2x2
sanb85226,1091,2x2
villp2oef30080,2077J,2x2
CorcM27519,3315,1x1
bowbnbre233616,5076,1x1
cops77041,1513,1x1
parcbre285016,3001,3x2
covcv76132,3196,2x2
brook43068,2811KW,2x1.5
cormc28262,0414,1x1
watecy30062,117,2x2.5
exchnhyld30341,13404,2x2
audv33615,505,2x2
audv33615,1322,2x2
sprinv30032,280116,1x1
HighlM30033,138,2x2
bowbbre233616,0215,1x1
corro77019,3208,1x1
villp230080,2073S,1x1
watec30062,311,2x2.5
gt30312,B-118,2x2
ambm30096,1015,3x2.5
CorcM27519,1508,1x1
vishccbre75063,0712,1x1
hunc28262,135B,2x2
attc89121,234,1x1
liv33559,2803,1x1
rial75010,9308,1x1
balof80205,1541,2x2
1201p75074,2118,2x2
5thous75244,3412,1x1
cops77041,611,2x2
cornd28210,255,1x1
ech30030,762,1x1
garv75287,25315,2x2
resal43110,3767,2x1.5
herss30310,4329,1x1
15777q75001,4217,1x1
corcg33896,9-204,2x2
corbc27617,422,1x1
mer43212,1636,1x1
villp430080,2207L,1x1
vk77094,10213,1x1
So190M75080,3317,2x2
corna43054,5266SH,2x2.5
alng75063,453017,1x1
citfoef80021,2216,1x1
sovb28262,2015,1x1
corontheriv83712,325,1x1
merbre43212,1619,2x2
charlc70605,721,2x1
towc77339,728,1x1
founHMC76039,0716,1x1
casnriet28216,8819-105,1x1
par285016,3004,2x2
par8y30076,3114,2x2
jeflbre230062,0122,1x1
corwn37209,112,1x1
1201p75074,0424,1x1
lex30004,20101,2x2
echl30092,5003,1x1
casli85704,22203,2x2
exchnh30341,14207,2x1
rialbre75010,1101,2x2
hamr27713,K533,1x1
alngbre75063,533054,2x2
arbsbre27713,634,2x2
corprovitp76015,2125,1x1
broadwc77573,07202,3x2
corlc85718,5-011,3x2
gt30312,B-333,1x1
presf78240,1712,1x1
garvbre75287,25305,1x1
resal43110,7382,2x1
garv75287,3306,2x1
wat76244,7206,2x2
attdLSC76208,11105,1x1
corl33612,12310,1x1
corwp33401,10-207,2x2
corn37209,318,2x2
vir30033,O,2x1
sola27519,1-435,2x2
cornona32832,2420,1x1
cormidmia33137,0820,2x2
corho33020,06201,2x2
cosa33782,2204,2x2
esttaara80234,23-303,1x1
verp76177,3116,2x2
corf80020,4316,2x2
presf78240,2504,1x1
covbb33716,2213,2x2
ves35205,H1001,2x2
astp30096,0817,2x1
deerv34471,604,2x2
